date,Lisbon
2023-09-17,102.23123732251521
2023-09-24,99.39148073022312
2023-10-01,99.39148073022312
2023-10-08,90.87221095334685
2023-10-15,90.87221095334685
2023-10-22,107.91075050709938
2023-10-29,88.03245436105476
2023-11-05,82.35294117647058
2023-11-12,79.51318458417849
2023-11-19,68.15415821501014
2023-11-26,70.99391480730223
2023-12-03,73.83367139959432
2023-12-10,68.15415821501014
2023-12-17,70.99391480730223
2023-12-24,82.35294117647058
2023-12-31,90.87221095334685
2024-01-07,90.87221095334685
2024-01-14,88.03245436105476
2024-01-21,88.03245436105476
2024-01-28,96.55172413793103
2024-02-04,90.87221095334685
2024-02-11,96.55172413793103
2024-02-18,99.39148073022312
2024-02-25,105.0709939148073
2024-03-03,110.75050709939147
2024-03-10,96.55172413793103
2024-03-17,105.0709939148073
2024-03-24,113.59026369168356
2024-03-31,102.23123732251521
2024-04-07,105.0709939148073
2024-04-14,102.23123732251521
2024-04-21,102.23123732251521
2024-04-28,105.0709939148073
2024-05-05,99.39148073022312
2024-05-12,105.0709939148073
2024-05-19,119.26977687626774
2024-05-26,107.91075050709938
2024-06-02,99.39148073022312
2024-06-09,93.71196754563894
2024-06-16,102.23123732251521
2024-06-23,105.0709939148073
2024-06-30,96.55172413793103
2024-07-07,105.0709939148073
2024-07-14,105.0709939148073
2024-07-21,99.39148073022312
2024-07-28,96.55172413793103
2024-08-04,99.39148073022312
2024-08-11,102.23123732251521
2024-08-18,107.91075050709938
2024-08-25,127.78904665314401
2024-09-01,102.23123732251521
2024-09-08,107.91075050709938
2024-09-15,110.75050709939147
2024-09-22,107.91075050709938
2024-09-29,102.23123732251521
2024-10-06,102.23123732251521
2024-10-13,93.71196754563894
2024-10-20,93.71196754563894
2024-10-27,107.91075050709938
2024-11-03,99.39148073022312
2024-11-10,93.71196754563894
2024-11-17,85.19269776876267
2024-11-24,90.87221095334685
2024-12-01,82.35294117647058
2024-12-08,76.6734279918864
2024-12-15,76.6734279918864
2024-12-22,79.51318458417849
2024-12-29,102.23123732251521
2025-01-05,99.39148073022312
2025-01-12,93.71196754563894
2025-01-19,99.39148073022312
2025-01-26,88.03245436105476
2025-02-02,96.55172413793103
2025-02-09,96.55172413793103
2025-02-16,99.39148073022312
2025-02-23,102.23123732251521
2025-03-02,105.0709939148073
2025-03-09,102.23123732251521
2025-03-16,113.59026369168356
2025-03-23,110.75050709939147
2025-03-30,113.59026369168356
2025-04-06,110.75050709939147
2025-04-13,102.23123732251521
2025-04-20,99.39148073022312
2025-04-27,113.59026369168356
2025-05-04,113.59026369168356
2025-05-11,107.91075050709938
2025-05-18,107.91075050709938
2025-05-25,107.91075050709938
2025-06-01,110.75050709939147
2025-06-08,110.75050709939147
2025-06-15,105.0709939148073
2025-06-22,105.0709939148073
2025-06-29,110.75050709939147
2025-07-06,110.75050709939147
2025-07-13,113.59026369168356
2025-07-20,119.26977687626774
2025-07-27,127.78904665314401
2025-08-03,178.90466531440163
2025-08-10,198.78296146044624
2025-08-17,204.46247464503043
2025-08-24,164.70588235294116
2025-08-31,283.97565922920893
2025-09-07,187.42393509127788
2025-09-14,173.22515212981745
2025-09-21,167.54563894523326
2025-09-28,170.38539553752534
2025-10-05,153.3468559837728
2025-10-12,150.50709939148072
2025-10-19,161.86612576064908
2025-10-26,141.98782961460446
2025-11-02,141.98782961460446
2025-11-09,153.3468559837728
2025-11-16,136.30831643002028
2025-11-23,144.82758620689654
2025-11-30,141.98782961460446
2025-12-07,116.43002028397565
2025-12-14,110.75050709939147
2025-12-21,105.0709939148073
2025-12-28,116.43002028397565
